brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,age
Ford,F-150 XL,2018,52500.0,E85 Flex Fuel,395.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability,A/T,Gray,Gray,None reported,Yes,35000.0,7
Porsche,Cayenne Turbo,2004,92500.0,Gasoline,450.0HP 4.5L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,12000.0,21
Mitsubishi,Eclipse Spyder GT,2008,62930.0,Gasoline,260.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,At least 1 accident or damage reported,Yes,10000.0,17
Lexus,GX 470 Base,2007,116600.0,Gasoline,263.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Gray,None reported,Yes,19975.0,18
Dodge,Dakota Big Horn/Lone Star,2010,172024.0,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Red,Brown,At least 1 accident or damage reported,Yes,7500.0,15
Jeep,Wrangler Sport,2012,57237.0,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,22500.0,13
Subaru,Outback Limited,2020,44600.0,Gasoline,182.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Silver,Gray,None reported,Yes,28300.0,5
Jeep,Wrangler Unlimited Rubicon,2013,181830.0,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,21000.0,12
Subaru,Ascent Touring 7-Passenger,2021,39948.0,Gasoline,2.4L H4 16V GDI DOHC Turbo,Automatic CVT,Ice Silver Metallic,Black,None reported,Yes,36791.0,4
Ford,F-350 XL,2017,156453.0,Diesel,440.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,White,Beige,None reported,Yes,40000.0,8
Porsche,Cayenne Turbo S,2014,156193.0,Gasoline,550.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,None reported,Yes,36000.0,11
BMW,X1 xDrive28i,2020,27989.0,Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,29000.0,5
Toyota,4Runner Limited,2014,146700.0,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Black,At least 1 accident or damage reported,Yes,24999.0,11
GMC,Yukon Denali,2019,88450.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,42900.0,6
Toyota,C-HR LE,2020,14065.0,Gasoline,2.0L I4 16V MPFI DOHC,Automatic CVT,Gray,Black,At least 1 accident or damage reported,Yes,27671.0,5
Chevrolet,Silverado 1500 LT Trail Boss,2020,49000.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,44900.0,5
BMW,X5 xDrive50i,2013,58000.0,Gasoline,400.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,17900.0,12
Audi,A6 55 Prestige,2021,22800.0,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Blue,Brown,None reported,Yes,52000.0,4
Subaru,Outback 2.5i Limited,2014,78007.0,Gasoline,173.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,14750.0,11
Ford,F-250 King Ranch,2020,36500.0,Diesel,475.0HP 6.7L 8 Cylinder Engine Diesel Fuel,10-Speed A/T,Gray,Brown,None reported,Yes,69900.0,5
Honda,CR-V EX,2004,156350.0,Gasoline,160.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Brown,Beige,At least 1 accident or damage reported,Yes,3990.0,21
Lexus,GX 460 Luxury,2021,17710.0,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,White,Red,None reported,Yes,59000.0,4
Ford,Explorer XLT,2013,149000.0,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Brown,Beige,At least 1 accident or damage reported,Yes,7850.0,12
Subaru,Forester 2.5i Limited,2015,90000.0,Gasoline,170.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Silver,Gray,None reported,Yes,16000.0,10
Ford,Bronco Wildtrak Advanced,2022,9990.0,Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,64500.0,3
Lexus,NX 200t Base,2015,124250.0,Gasoline,235.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Orange,At least 1 accident or damage reported,Yes,17900.0,10
Ford,F-250 Lariat,2017,50780.0,Diesel,440.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,White,Black,None reported,Yes,61000.0,8
Ford,F-250 XL SuperCab H/D,1993,115000.0,–,–,A/T,Red,Gray,None reported,Yes,21900.0,32
Mercedes-Benz,E-Class E55 AMG,2005,131000.0,Gasoline,469.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Black,None reported,Yes,16500.0,20
Toyota,Highlander XLE,2022,31000.0,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Gray,None reported,Yes,43000.0,3
Volvo,S60 Recharge Plug-In Hybrid T8 Inscription,2021,24158.0,Plug-In Hybrid,400.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,8-Speed A/T,Gray,Black,None reported,Yes,44900.0,4
Audi,A6 3.0T Premium Plus,2016,72865.0,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,22000.0,9
Mercedes-Benz,E-Class E 350 4MATIC,2014,89563.0,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Black,None reported,Yes,18995.0,11
Nissan,Juke SL,2012,72639.0,Gasoline,188.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Black,Black,At least 1 accident or damage reported,Yes,15000.0,13
Mercedes-Benz,CLS-Class CLS 550,2012,79000.0,Gasoline,402.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,19999.0,13
Audi,A3 2.0T Premium,2012,111564.0,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,11200.0,13
Lexus,GX 460 Base,2018,75000.0,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,38095.0,7
Ford,Mustang Premium,2007,169613.0,Gasoline,210.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,5900.0,18
Honda,Pilot EX-L,2011,175000.0,Gasoline,250.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Black,Gray,None reported,Yes,9000.0,14
BMW,540 i,2017,98500.0,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,24500.0,8
Chrysler,300 S,2012,53000.0,Gasoline,292.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,13750.0,13
RAM,2500 Longhorn,2015,72200.0,Diesel,370.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,6-Speed A/T,Black,Black,None reported,Yes,52500.0,10
Acura,TSX Base,2005,151600.0,Gasoline,200.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,7899.0,20
Lotus,Evora 2+2,2011,20000.0,Gasoline,276.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Red,None reported,Yes,51000.0,14
Chevrolet,Avalanche 1500 LT,2010,170000.0,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,Black,Black,At least 1 accident or damage reported,Yes,9000.0,15
Ford,F-150 XLT,2019,69800.0,E85 Flex Fuel,395.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability,10-Speed A/T,Silver,Gray,None reported,Yes,34600.0,6
Toyota,Tundra SR5,2020,26300.0,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Gray,At least 1 accident or damage reported,Yes,46199.0,5
Honda,Fit Sport,2007,156111.0,Gasoline,109.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Black,At least 1 accident or damage reported,Yes,5200.0,18
Chevrolet,Silverado 2500 LTZ,2016,172600.0,Diesel,397.0HP 6.6L 8 Cylinder Engine Diesel Fuel,A/T,Red,Black,At least 1 accident or damage reported,Yes,32500.0,9
Honda,Accord Crosstour EX-L,2010,145000.0,Gasoline,271.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Green,Black,None reported,Yes,9000.0,15
Ford,F-250 XLT Super Duty,2001,64309.0,Gasoline,260.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,Yes,7500.0,24
RAM,1500 TRX,2021,15183.0,Gasoline,702.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,90000.0,4
Volkswagen,Atlas 3.6L SEL Premium R-Line,2022,14000.0,Gasoline,276.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,46900.0,3
Mercedes-Benz,CLS 450 Base,2019,67000.0,Hybrid,369.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,Yellow,Black,None reported,Yes,44500.0,6
Jeep,Wrangler Unlimited Sport,2017,84786.0,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Black,None reported,Yes,23500.0,8
Mercedes-Benz,S-Class S 63 AMG,2008,93000.0,Gasoline,518.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,17800.0,17
Hyundai,Genesis Coupe 3.8 Track,2010,127500.0,Gasoline,306.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,At least 1 accident or damage reported,Yes,6000.0,15
GMC,Canyon Elevation Standard,2022,16500.0,Gasoline,308.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Gray,None reported,Yes,32900.0,3
Jaguar,XK Base,2013,55700.0,Gasoline,385.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,27200.0,12
Toyota,RAV4 Base,2009,78500.0,Gasoline,179.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,4-Speed A/T,Silver,–,None reported,Yes,12000.0,16
Ford,Expedition Platinum,2018,48619.0,Gasoline,400.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,White,None reported,Yes,51499.0,7
Jeep,Wrangler Unlimited 4xe Sahara,2021,51105.0,Hybrid,2.0L I4 16V GDI DOHC Turbo Hybrid,8-Speed Automatic,Black Clearcoat,Black,None reported,Yes,42700.0,4
Ford,F-150 XLT,2016,25880.0,E85 Flex Fuel,282.0HP 3.5L V6 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Red,Gray,None reported,Yes,25500.0,9
Toyota,Tacoma SR5,2018,25083.0,Gasoline,3.5L V6 24V PDI DOHC,6-Speed Automatic,Red,Gray,At least 1 accident or damage reported,Yes,34955.0,7
Audi,TT Roadster quattro,2002,69300.0,Gasoline,225.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,At least 1 accident or damage reported,Yes,9995.0,23
Toyota,Highlander Hybrid Limited Platinum,2019,46000.0,Hybrid,306.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,Silver,Black,None reported,Yes,40000.0,6
Jeep,Liberty Sport,2008,141485.0,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,At least 1 accident or damage reported,Yes,6500.0,17
Toyota,Sequoia Limited,2018,63990.0,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,48000.0,7
Ford,Transit-350 Base,2020,19400.0,Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,58000.0,5
Subaru,BRZ Limited,2013,129858.0,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,13490.0,12
Volvo,XC60 3.2,2012,102000.0,Gasoline,240.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Beige,None reported,Yes,10800.0,13
Subaru,Impreza WRX Sti Special Edition,2010,8700.0,Gasoline,305.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,39900.0,15
Chevrolet,Monte Carlo Supercharged SS,2004,148800.0,Gasoline,240.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Black,None reported,Yes,6500.0,21
Cadillac,Escalade Platinum Edition,2012,160249.0,E85 Flex Fuel,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,Black,Black,None reported,Yes,12900.0,13
Chrysler,300M Base,2004,45000.0,Gasoline,250.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,None reported,Yes,6000.0,21
Chevrolet,Silverado 2500 LT H/D Extended Cab,2006,169000.0,Diesel,360.0HP 6.6L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,White,Gray,None reported,Yes,19500.0,19
Mercedes-Benz,AMG C 63 S,2017,46000.0,Gasoline,503.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,56000.0,8
Ferrari,488 Spider Base,2019,13900.0,Gasoline,660.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Black,None reported,Yes,315000.0,6
Acura,TLX V6 Tech,2015,38000.0,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Black,None reported,Yes,21900.0,10
Chevrolet,Corvette Z06,2006,42000.0,Gasoline,505.0HP 7.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Orange,Black,None reported,Yes,42000.0,19
Lexus,NX 350h Premium,2024,300.0,Hybrid,240.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Black,Black,None reported,Yes,50999.0,1
Mercedes-Benz,SLK-Class SLK 350,2008,120800.0,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Red,Beige,None reported,Yes,13900.0,17
Jeep,Wrangler Unlimited Sahara,2020,76313.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Hellayella Clearcoat,Black,None reported,Yes,35234.0,5
Chevrolet,Silverado 1500 LT,2012,104000.0,E85 Flex Fuel,315.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Blue,Gray,At least 1 accident or damage reported,Yes,16500.0,13
Lexus,GX 460 Base,2010,97097.0,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,At least 1 accident or damage reported,Yes,22000.0,15
Jeep,Wrangler Unlimited X,2008,136731.0,Gasoline,202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Yellow,Gray,None reported,Yes,15900.0,17
RAM,1500 Tradesman/Express,2017,40200.0,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,At least 1 accident or damage reported,Yes,24000.0,8
Ford,Explorer ST,2021,39105.0,Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,10-Speed Automatic,Black,–,None reported,Yes,44605.0,4
Mercedes-Benz,G 550 4x4 Squared Base,2017,23567.0,Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,At least 1 accident or damage reported,Yes,215000.0,8
BMW,M4 Competition,2021,12500.0,Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Blue,At least 1 accident or damage reported,Yes,90000.0,4
Chevrolet,Colorado ZR2,2019,38900.0,Gasoline,308.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,34700.0,6
Lincoln,Navigator L Select,2016,84272.0,Gasoline,380.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,25221.0,9
Mercedes-Benz,E-Class E 350,2016,58375.0,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,24999.0,9
Ford,Mustang Shelby GT500,2007,7346.0,Gasoline,500.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,None reported,Yes,40999.0,18
Dodge,Charger SRT8,2008,98231.0,Gasoline,425.0HP 6.1L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Black,At least 1 accident or damage reported,Yes,15500.0,17
Jaguar,XK Base,2007,56000.0,Gasoline,300.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,18000.0,18
Honda,Civic EX,2020,13935.0,Gasoline,174.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Gray,Black,None reported,Yes,26000.0,5
Subaru,Impreza 2.0i,2019,30000.0,Gasoline,152.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Gray,Black,At least 1 accident or damage reported,Yes,21250.0,6
Saab,9-3 Aero,2009,106000.0,Gasoline,280.0HP 2.8L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Black,None reported,Yes,12950.0,16
BMW,650 Gran Coupe i xDrive,2014,82978.0,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,White,None reported,Yes,18700.0,11
Jeep,Wrangler Unlimited Sport,2018,58500.0,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,35000.0,7
Ford,F-350 King Ranch,2015,92421.0,Diesel,440.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,White,Brown,None reported,Yes,51900.0,10
Mazda,CX-30 Preferred,2020,9927.0,Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Snowflake White Pearl,Black,None reported,Yes,27518.0,5
Jeep,Wrangler Sport,2000,122945.0,Gasoline,181.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Beige,Brown,None reported,Yes,13900.0,25
Lexus,RX 330 Base,2006,110250.0,Gasoline,230.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,11000.0,19
INFINITI,QX56 Base,2011,103010.0,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Beige,None reported,Yes,13500.0,14
Chevrolet,Silverado 1500 LT Extended Cab,2002,118500.0,Gasoline,285.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,5900.0,23
Land,Rover Range Rover HSE SWB,2020,41500.0,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Gray,Gray,None reported,Yes,68000.0,5
BMW,M4 Base,2020,28000.0,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,White,None reported,Yes,59900.0,5
Mercedes-Benz,E-Class E 350,2014,53500.0,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Brown,None reported,Yes,24500.0,11
Toyota,Prius v Three,2016,86300.0,Hybrid,134.0HP 1.8L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Gray,Black,At least 1 accident or damage reported,Yes,18000.0,9
Subaru,WRX Premium,2022,7738.0,Gasoline,271.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Orange,Black,At least 1 accident or damage reported,Yes,33000.0,3
Bentley,Bentayga Speed,2020,22001.0,Gasoline,6.0L W12 48V PDI DOHC Twin Turbo,8-Speed Automatic,Beluga Black,Hotspur Hide,None reported,Yes,173995.0,5
Ford,Explorer ST,2022,14361.0,Gasoline,400.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,51500.0,3
Chevrolet,Suburban LT,2016,98000.0,E85 Flex Fuel,355.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,Transmission Overdrive Switch,Gray,Gray,At least 1 accident or damage reported,Yes,30000.0,9
Ford,Explorer Platinum,2020,64552.0,Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,10-Speed Automatic,Iconic Silver Metallic,Ebony,At least 1 accident or damage reported,Yes,36750.0,5
Lexus,RX 350 Base,2017,103866.0,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Beige,Beige,At least 1 accident or damage reported,Yes,24700.0,8
Land,Rover Range Rover 3.0L V6 Supercharged HSE,2019,35650.0,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,57999.0,6
Ford,Explorer Platinum,2021,64957.0,Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,10-Speed Automatic,Black,Light Slate,None reported,Yes,39979.0,4
Dodge,Challenger SRT8 392,2012,33700.0,–,–,6-Speed M/T,Black,Black,None reported,Yes,33500.0,13
Chevrolet,Equinox 2LT,2012,96653.0,Gasoline,264.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Brown,At least 1 accident or damage reported,Yes,7500.0,13
Dodge,Challenger SXT,2022,29500.0,Gasoline,303.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,31000.0,3
Volvo,XC70 T6 Platinum,2012,69000.0,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,15900.0,13
Lexus,GX 470 Base,2005,198000.0,Gasoline,270.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Gray,At least 1 accident or damage reported,Yes,15500.0,20
Porsche,911 Carrera GTS,2015,23600.0,Gasoline,430.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed M/T,Red,Black,None reported,Yes,132900.0,10
Volvo,XC70 3.2,2008,170000.0,Gasoline,235.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,None reported,Yes,7000.0,17
Nissan,350Z NISMO,2008,76500.0,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Red,At least 1 accident or damage reported,Yes,28000.0,17
Porsche,911 Turbo,2007,73500.0,Gasoline,480.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Black,Black,None reported,Yes,75499.0,18
Land,Rover Range Rover SWB,2020,29000.0,Hybrid,355.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Black,Black,None reported,Yes,70000.0,5
Porsche,Cayenne E-Hybrid S Platinum Edition,2017,69404.0,Plug-In Hybrid,416.0HP 3.0L V6 Cylinder Engine Plug-In Electric/Gas,8-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,29500.0,8
Lexus,IS 350 Base,2007,103000.0,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Beige,At least 1 accident or damage reported,Yes,12900.0,18
Porsche,Macan S,2015,70500.0,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,At least 1 accident or damage reported,Yes,26500.0,10
Land,Rover Range Rover 5.0L Supercharged,2016,64000.0,Gasoline,510.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,White,None reported,Yes,36995.0,9
GMC,Savana 2500 Work Van,2018,63460.0,E85 Flex Fuel,341.0HP 6.0L 8 Cylinder Engine Flex Fuel Capability,A/T,White,Beige,None reported,Yes,33000.0,7
Toyota,4Runner SR5,2018,32199.0,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,35500.0,7
Hyundai,Palisade SEL,2020,69487.0,Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,32000.0,5
GMC,Sierra 2500 Denali,2015,86000.0,Diesel,397.0HP 6.6L 8 Cylinder Engine Diesel Fuel,A/T,Gray,Brown,None reported,Yes,49000.0,10
Dodge,Ram Van 1500,2002,70000.0,Gasoline,175.0HP 3.9L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,At least 1 accident or damage reported,Yes,8000.0,23
Chevrolet,Impala 1LT,2017,70000.0,Gasoline,305.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,17900.0,8
Audi,A4 2.0T Premium Plus,2015,83420.0,E85 Flex Fuel,220.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,8-Speed A/T,Red,Gray,At least 1 accident or damage reported,Yes,16000.0,10
Nissan,Altima 2.5 S,2003,189000.0,Gasoline,175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Beige,At least 1 accident or damage reported,Yes,2899.0,22
Porsche,911 Carrera 4S,2017,31500.0,Gasoline,420.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Red,None reported,Yes,97555.0,8
BMW,X1 xDrive 28i,2015,85766.0,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,13000.0,10
GMC,Yukon Denali,2018,92800.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Black,None reported,Yes,34000.0,7
Land,Rover Defender SE,2021,13970.0,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Gray,Black,None reported,Yes,75500.0,4
Toyota,Land Cruiser Base,2000,265000.0,Gasoline,230.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Black,Beige,None reported,Yes,15500.0,25
Scion,xB Base,2011,95426.0,Gasoline,158.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Green,Gray,None reported,Yes,8000.0,14
Honda,S2000 Base,2001,119900.0,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Red,At least 1 accident or damage reported,Yes,18000.0,24
Mazda,CX-30 Select,2020,23162.0,Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Soul Red Crystal Metallic,Black,None reported,Yes,25495.0,5
